OBJECTID,Survey,Name,Alternate,Coordinate,FilterAttestations,attestations,Paleolithi,Neolithic,Early-Mid ,Late Chalc,Early Bron,Middle Bro,Late Bronz,Iron 1,Iron 2,Iron 3,Achaemenid,Hellenisti,Roman 1,Roman 2,Roman 3,Byzantine,Abbasid,Middle Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second Mil,First Mill,Islamic,Neo,EB_I,EB_II,EB_III,2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron,Middle_Bro,Late_Bronz,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_1,IRON_2,IRON_3,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle IA,Late Antique/Antik,Late R,NE,Late IA,2nd MIll,Early IA,Filter,Data,New,News,x,y
1638,Cilicia (Rutishauer),Site No 193,Site No 193,"36.381192, 35.930062",,{},,,,,,,,,,,,,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,35.9300619999034,36.3811919996448
1639,Cilicia (Rutishauer),Site No 194,Site No 194,"36.393085, 35.921357",,{},,,,,,,,,,,,,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,35.9213569996102,36.3930849999762
1640,Cilicia (Rutishauer),Site No 195,Site No 195,"36.372649, 35.929708","Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""EarlyByzantine""}",,,,,,,,,,,,Y,Y (Epoche),Y (Epoche),Y (Epoche),?,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, EByz, Class, Rom, Byz, Med",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Roman,Classical,Byzantine,Medieval",35.9297079999011,36.3726489999615
1641,Cilicia (Rutishauer),Site No 196,Site No 196,"36.372603, 35.938554","EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Classical,IronAge","{""0"":""EarlyIronAge"",""1"":""MiddleIronAge"",""2"":""LateIronAge"",""3"":""Achaemenid""}",,,,,,,,,,,Y (Epoche),,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,,,,,,"EIA, MIA, LIA, Achae, Class, IA",AnatolianAtlas2024,,"EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Classical,IronAge",35.9385539997614,36.3726030000604
1642,Cilicia (Rutishauer),Arsuz,Uluçinar,"36.411998, 35.880514","MiddleIronAge,IronAge",{""0"":""MiddleIronAge""},,,,,,,,,,,,,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"MIA, IA",AnatolianAtlas2024,,"MiddleIronAge,IronAge",35.8805140001714,36.4119979998764
1643,Cilicia (Rutishauer),Hasanbeyli,Hasanbeyli,"37.1317, 36.555624",,{},,,,,,,,,,,,,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,36.5556239999068,37.1316999999645
1644,Cilicia (Rutishauer),Bor,Kemerhisar,"37.820899, 34.571201","MiddleIronAge,IronAge",{""0"":""MiddleIronAge""},,,,,,,,,,,,,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"MIA, IA",AnatolianAtlas2024,,"MiddleIronAge,IronAge",34.5712009997133,37.820899000354
1645,Cilicia (Rutishauer),Gerçin,Gerçin,"37.163793, 36.707217","MiddleIronAge,IronAge",{""0"":""MiddleIronAge""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"MIA, IA",AnatolianAtlas2024,,"MiddleIronAge,IronAge",36.7072170001959,37.1637929996859
1646,Cilicia (Rutishauer),Incirli,Incirli,"37.25894, 36.956201","MiddleIronAge,IronAge",{""0"":""MiddleIronAge""},,,,,,,,,,,,,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"MIA, IA",AnatolianAtlas2024,,"MiddleIronAge,IronAge",36.9562010002348,37.2589399999426
1647,Cilicia (Rutishauer),Cebel Ires Dagi,Cebel Ires Dagi,"36.539084, 32.172566","MiddleIronAge,IronAge",{""0"":""MiddleIronAge""},,,,,,,,,,,,,,,,,,,,,,,confirmed,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,"MIA, IA",AnatolianAtlas2024,,"MiddleIronAge,IronAge",32.1725659997037,36.5390840003403
1648,Cilicia (Rutishauer),Yalburt,Yalburt,"38.454612, 31.978758","LateBronzeAge,BronzeAge",{""0"":""LateBronzeAge""},,,,,,,,,,,,,,,,,,,,,,,,? (Radius 5 km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LBA, BA",AnatolianAtlas2024,,"LateBronzeAge,BronzeAge",31.9787580003474,38.454612
1649,Land of Carchemish,Khirbet Seraisat,,"36.716387, 38.0382014967","EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,LateRoman,Byzantine,EarlyIslamic,BronzeAge,Roman,Classical,Medieval,Islamic","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""LateBronzeAge"",""3"":""IronAge"",""4"":""LateRoman"",""5"":""Byzantine"",""6"":""EarlyIslamic""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,Y,Y,?,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, LBA, IA, LRom, Byz, EIslam, BA, Rom, Class, Med, Islam",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,LateRoman,Byzantine,EarlyIslamic,BronzeAge,Roman,Classical,Medieval,Islamic",38.0382015002521,36.716387000347
1650,Land of Carchemish,Duluk (Aushariye),,"36.666514, 38.0717989933","Uruk,LateChalcolithic,EarlyBronzeAge,LateRoman,Byzantine,BronzeAge,Chalcolithic,Roman,Classical,Medieval","{""0"":""Uruk"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""LateRoman"",""4"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uruk, LChalc, EBA, LRom, Byz, BA, Chalc, Rom, Class, Med",AnatolianAtlas2024,,"Uruk,LateChalcolithic,EarlyBronzeAge,LateRoman,Byzantine,BronzeAge,Chalcolithic,Roman,Classical,Medieval",38.0717989904431,36.6665139998141
1651,Land of Carchemish,Tell Sha'ir (north),,"36.776816, 37.9544567141","Neolithic,Uruk,LateChalcolithic,EarlyBronzeAge,Hellenistic,EarlyRoman,BronzeAge,Chalcolithic,Roman,Classical","{""0"":""Neolithic"",""1"":""Uruk"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""Hellenistic"",""5"":""EarlyRoman""}",,Y,,,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, Uruk, LChalc, EBA, Hel, ERom, BA, Chalc, Class, Rom",AnatolianAtlas2024,,"Neolithic,Uruk,LateChalcolithic,EarlyBronzeAge,Hellenistic,EarlyRoman,BronzeAge,Chalcolithic,Roman,Classical",37.954456710067,36.7768160003245
1652,Land of Carchemish,Ain al-Abid,,"36.784427, 37.9754895235","LateRoman,Byzantine,EarlyIslamic,Roman,Classical,Medieval,Islamic","{""0"":""LateRoman"",""1"":""Byzantine"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, Byz, EIslam, Rom, Class, Med, Islam",AnatolianAtlas2024,,"LateRoman,Byzantine,EarlyIslamic,Roman,Classical,Medieval,Islamic",37.9754895200746,36.784426999696
1653,Land of Carchemish,Tashatan,,"36.786812, 37.9803665395","Halaf,Uruk,EarlyBronzeAge,MiddleBronzeAge,IronAge,Hellenistic,EarlyRoman,BronzeAge,EarlyChalcolithic,Chalcolithic,LateChalcolithic,Roman,Classical","{""0"":""Halaf"",""1"":""Uruk"",""2"":""EarlyBronzeAge"",""3"":""MiddleBronzeAge"",""4"":""IronAge"",""5"":""Hellenistic"",""6"":""EarlyRoman""}",,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Halaf, Uruk, EBA, MBA, IA, Hel, ERom, BA, EChalc, Chalc, LChalc, Class, Rom",AnatolianAtlas2024,,"Halaf,Uruk,EarlyBronzeAge,MiddleBronzeAge,IronAge,Hellenistic,EarlyRoman,BronzeAge,EarlyChalcolithic,Chalcolithic,LateChalcolithic,Roman,Classical",37.9803665402274,36.786811999883
1654,Land of Carchemish,Jerablus Tahtani village,,"36.798003, 38.0259505758",IronAge,{""0"":""IronAge""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge,38.0259505800379,36.7980029998994
1655,Land of Carchemish,Khirbet Wadi Mansur,,"36.778604, 38.0139366392","Byzantine,EarlyIslamic,Medieval,Islamic","{""0"":""Byzantine"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byz, EIslam, Med, Islam",AnatolianAtlas2024,,"Byzantine,EarlyIslamic,Medieval,Islamic",38.0139366398871,36.778604000245
1656,Land of Carchemish,Al-Jermideh,,"36.762747, 38.0160107327","LateRoman,Byzantine,Roman,Classical,Medieval","{""0"":""LateRoman"",""1"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, Byz, Rom, Class, Med",AnatolianAtlas2024,,"LateRoman,Byzantine,Roman,Classical,Medieval",38.0160107304022,36.7627470000054
1657,Land of Carchemish,Tell Jerablus Tahtani S,,"36.788522, 38.0208030533","Byzantine,Medieval",{""0"":""Byzantine""},,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byz, Med",AnatolianAtlas2024,,"Byzantine,Medieval",38.0208030502035,36.7885219998257
1658,Land of Carchemish,Tell 'Ain al-Beida,,"36.726082, 37.9708451218","Neolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,Hellenistic,EarlyRoman,Byzantine,BronzeAge,Chalcolithic,Roman,Classical,Medieval","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""MiddleBronzeAge"",""4"":""LateBronzeAge"",""5"":""IronAge"",""6"":""Hellenistic"",""7"":""EarlyRoman"",""8"":""Byzantine""}",,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,Y,Y,Y,?,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, EBA, MBA, LBA, IA, Hel, ERom, Byz, BA, Chalc, Class, Rom, Med",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,Hellenistic,EarlyRoman,Byzantine,BronzeAge,Chalcolithic,Roman,Classical,Medieval",37.9708451195629,36.7260819999457
1659,Land of Carchemish,Tell Ma ?zala,,"36.734365, 37.9450090666","EarlyBronzeAge,MiddleBronzeAge,Hellenistic,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""Hellenistic""}",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, Hel, BA, Class",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,Hellenistic,BronzeAge",37.9450090698334,36.7343650002787
1660,Land of Carchemish,Wadi al-Nagout,,"36.7371, 37.9943413006","Hellenistic,EarlyRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""EarlyRoman""}",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,Roman,Classical",37.9943412996241,36.7370999999087
1661,Land of Carchemish,Jebel al-Mitraz,,"36.734024, 37.9963077468",Neolithic,{""0"":""Neolithic""},,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neo,AnatolianAtlas2024,,Neolithic,37.9963077504086,36.7340239997562
1662,Land of Carchemish,Nahr al-Amarna site,,"36.733611, 37.9901085839","Hellenistic,EarlyRoman,Byzantine,Roman,Classical,Medieval","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""Byzantine""}",,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, Byz, Class, Rom, Med",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,Byzantine,Roman,Classical,Medieval",37.9901085799392,36.7336110002071
1663,Land of Carchemish,Meshirfe,,"36.699382, 38.0557986386","IronAge,Hellenistic","{""0"":""IronAge"",""1"":""Hellenistic""}",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA, Hel, Class",AnatolianAtlas2024,,"IronAge,Hellenistic",38.0557986396752,36.6993819996619
1664,Land of Carchemish,Kirk Mughara,,"36.690397, 38.0583934283","Hellenistic,EarlyRoman,LateRoman,EarlyIslamic,Roman,Classical,Islamic,Medieval","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""EarlyIslamic""}",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, EIslam, Class, Rom, Islam, Med",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,EarlyIslamic,Roman,Classical,Islamic,Medieval",38.0583934296616,36.6903969999302
1665,Land of Carchemish,n/a,,"36.719735, 38.0375774765","EarlyIslamic,Islamic,Medieval",{""0"":""EarlyIslamic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EIslam, Islam, Med",AnatolianAtlas2024,,"EarlyIslamic,Islamic,Medieval",38.0375774801501,36.7197350003596
1666,Land of Carchemish,Serai,,"36.722488, 38.0358074413","Hellenistic,EarlyRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""EarlyRoman""}",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,Roman,Classical",38.0358074397143,36.7224879999993
1667,Land of Carchemish,Wadi Amarna,,"36.740928, 38.0188430832","Halaf,EarlyChalcolithic,Chalcolithic",{""0"":""Halaf""},,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Halaf, EChalc, Chalc",AnatolianAtlas2024,,"Halaf,EarlyChalcolithic,Chalcolithic",38.0188430798655,36.7409279997846
1668,Land of Carchemish,Mughar Seraisat,,"36.7365, 38.0219234335","Neolithic,Halaf,EarlyChalcolithic,Chalcolithic","{""0"":""Neolithic"",""1"":""Halaf""}",,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, Halaf, EChalc, Chalc",AnatolianAtlas2024,,"Neolithic,Halaf,EarlyChalcolithic,Chalcolithic",38.0219234299242,36.7365000001708
1669,Land of Carchemish,Tell Amarna,,"36.745723, 38.0133157973","Neolithic,Halaf,Uruk,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,IronAge,Hellenistic,EarlyRoman,Byzantine,BronzeAge,EarlyChalcolithic,Chalcolithic,Roman,Classical,Medieval","{""0"":""Neolithic"",""1"":""Halaf"",""2"":""Uruk"",""3"":""LateChalcolithic"",""4"":""EarlyBronzeAge"",""5"":""MiddleBronzeAge"",""6"":""IronAge"",""7"":""Hellenistic"",""8"":""EarlyRoman"",""9"":""Byzantine""}",,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, Halaf, Uruk, LChalc, EBA, MBA, IA, Hel, ERom, Byz, BA, EChalc, Chalc, Class, Rom, Med",AnatolianAtlas2024,,"Neolithic,Halaf,Uruk,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,IronAge,Hellenistic,EarlyRoman,Byzantine,BronzeAge,EarlyChalcolithic,Chalcolithic,Roman,Classical,Medieval",38.0133157998212,36.7457229999187
1670,Land of Carchemish,Tell Jerablus Tahtani,,"36.790229, 38.0211175718","Neolithic,Halaf,LateChalcolithic,EarlyBronzeAge,IronAge,EarlyRoman,LateRoman,Byzantine,BronzeAge,EarlyChalcolithic,Chalcolithic,Roman,Classical,Medieval","{""0"":""Neolithic"",""1"":""Halaf"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""IronAge"",""5"":""EarlyRoman"",""6"":""LateRoman"",""7"":""Byzantine""}",,Y,,,,,,,,,,,,,,Y,,,,,,,,,Y,,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, Halaf, LChalc, EBA, IA, ERom, LRom, Byz, BA, EChalc, Chalc, Rom, Class, Med",AnatolianAtlas2024,,"Neolithic,Halaf,LateChalcolithic,EarlyBronzeAge,IronAge,EarlyRoman,LateRoman,Byzantine,BronzeAge,EarlyChalcolithic,Chalcolithic,Roman,Classical,Medieval",38.0211175701474,36.7902289998323
1671,Land of Carchemish,Jamel,,"36.766748, 38.0071753846","MiddleBronzeAge,IronAge,Hellenistic,Byzantine,EarlyIslamic,BronzeAge,Medieval,Islamic","{""0"":""MiddleBronzeAge"",""1"":""IronAge"",""2"":""Hellenistic"",""3"":""Byzantine"",""4"":""EarlyIslamic""}",,,,,,,,,,,,Y,,,,?,,,,,,,,,,,,,?,,?,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBA, IA, Hel, Byz, EIslam, BA, Class, Med, Islam",AnatolianAtlas2024,,"MiddleBronzeAge,IronAge,Hellenistic,Byzantine,EarlyIslamic,BronzeAge,Medieval,Islamic",38.0071753800697,36.7667480000542
1672,Land of Carchemish,Tell Dabas,,"36.69407, 37.950070998","MiddleBronzeAge,LateBronzeAge,IronAge,Hellenistic,BronzeAge","{""0"":""MiddleBronzeAge"",""1"":""LateBronzeAge"",""2"":""IronAge"",""3"":""Hellenistic""}",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,?,?,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBA, LBA, IA, Hel, BA, Class",AnatolianAtlas2024,,"MiddleBronzeAge,LateBronzeAge,IronAge,Hellenistic,BronzeAge",37.9500710001026,36.6940699998978
1673,Land of Carchemish,Tell Dadate,,"36.63593, 37.9312190589","Neolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,Hellenistic,EarlyRoman,BronzeAge,Chalcolithic,Roman,Classical","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""MiddleBronzeAge"",""4"":""LateBronzeAge"",""5"":""Hellenistic"",""6"":""EarlyRoman""}",,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, EBA, MBA, LBA, Hel, ERom, BA, Chalc, Class, Rom",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,Hellenistic,EarlyRoman,BronzeAge,Chalcolithic,Roman,Classical",37.9312190597546,36.6359300003303
1674,Land of Carchemish,Tukhar Kabir,,"36.640862, 37.9753917327","Hellenistic,EarlyRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""EarlyRoman""}",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,Roman,Classical",37.9753917303711,36.6408620000726
1675,Land of Carchemish,al-Qarra,,"36.648299, 37.9933492773","Hellenistic,EarlyRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""EarlyRoman""}",,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,Roman,Classical",37.9933492801744,36.6482990003319
1676,Land of Carchemish,Umm Dash,,"36.657952, 37.9942305733","LateRoman,Byzantine,Roman,Classical,Medieval","{""0"":""LateRoman"",""1"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, Byz, Rom, Class, Med",AnatolianAtlas2024,,"LateRoman,Byzantine,Roman,Classical,Medieval",37.9942305696889,36.6579519999574
1677,Land of Carchemish,Rejem,,"36.712541, 38.0242426049","LateRoman,Byzantine,Roman,Classical,Medieval","{""0"":""LateRoman"",""1"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, Byz, Rom, Class, Med",AnatolianAtlas2024,,"LateRoman,Byzantine,Roman,Classical,Medieval",38.0242425997134,36.712541000062
