OBJECTID,AA_ID,Survey,Name,Alternate,X,Y,Coordinate,attestations4Filter,attestations,Paleolithi,Neolithic,Early_Mid,Late_Chalc,Early_Bron,Middle_Bro,Late_Bronz,Iron_1,Iron_2,Iron_3,Achaemenid,Hellenisti,Roman_1,Roman_2,Roman_3,Byzantine,Abbasid,Middle_Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc_1,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,F1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second_Mil,First_Mill,Islamic,Neo,EB_I,EB_II,EB_III,F2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron_1,Middle_Bro_1,Late_Bronz_1,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_12,IRON_23,IRON_34,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle_IA,Late_Antique_Antik,Late_R,NE,Late_IA,F2nd_MIll,Early_IA,Filter,Data,New,News
2165,AA2150,Omura,Kilic Mevkii,,33.50500000000005,39.60027800000006,33.5050000000001 39.6002780000001,"Roman,Classical","{""0"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-012,"500 m east-west, 330 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rom, Class",AnatolianAtlas2024,,"Roman,Classical"
2166,AA2151,Omura,Kirlioz,,33.62888900000007,39.48861100000005,33.6288890000001 39.488611,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-013,"90 m east-west, 130 m south-north",,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
2167,AA2152,Omura,Ak Kas,,33.64750000000004,39.49250000000006,33.6475 39.4925000000001,"EarlyBronzeAge,MiddleBronzeAge,IronAge,Byzantine,BronzeAge,Medieval","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""IronAge"",""3"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-014,"250 m east-west, 250 m south-north",,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, IA, Byz, BA, Med",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,IronAge,Byzantine,BronzeAge,Medieval"
2168,AA2153,Omura,Daranduz,,33.58166700000004,39.51138900000007,33.581667 39.5113890000001,"Roman,Classical","{""0"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-015,"200 m east-west, 150 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rom, Class",AnatolianAtlas2024,,"Roman,Classical"
2169,AA2154,Omura,Karatas,,33.57527800000003,39.50750000000005,33.575278 39.5075000000001,"Roman,Classical","{""0"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-016,"500 m east-west, 500 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rom, Class",AnatolianAtlas2024,,"Roman,Classical"
2170,AA2155,Omura,Kultepe,,33.65666700000003,39.63333300000005,33.656667 39.6333330000001,"EarlyBronzeAge,LateBronzeAge,IronAge,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""LateBronzeAge"",""2"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-017,"66 m east-west, 84 m south-north, 9 m high",,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, LBA, IA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,LateBronzeAge,IronAge,BronzeAge"
2171,AA2156,Omura,Aciozu Deresi,,33.65944400000006,39.51333300000005,33.6594440000001 39.5133330000001,Chalcolithic,"{""0"":""Chalcolithic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-018,"100 m east-west, 140 m south-north",,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chalc,AnatolianAtlas2024,,Chalcolithic
2172,AA2157,Omura,Hacihaydarkomu 1,,33.70444400000002,39.52638900000005,33.704444 39.5263890000001,"Chalcolithic,EarlyBronzeAge,MiddleBronzeAge,IronAge,Ottoman,BronzeAge","{""0"":""Chalcolithic"",""1"":""EarlyBronzeAge"",""2"":""MiddleBronzeAge"",""3"":""IronAge"",""4"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-019,"60 m east-west, 140 m south-north",,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chalc, EBA, MBA, IA, Ott, BA",AnatolianAtlas2024,,"Chalcolithic,EarlyBronzeAge,MiddleBronzeAge,IronAge,Ottoman,BronzeAge"
2173,AA2158,Omura,Hacihaydarkomu 2,,33.70666700000004,39.52805600000005,33.706667 39.528056,"EarlyBronzeAge,MiddleBronzeAge,IronAge,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-020,"130 m east-west, 380 m south-north",,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, IA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,IronAge,BronzeAge"
2174,AA2159,Omura,Eski Cesme,,33.68666700000006,39.52111100000008,33.6866670000001 39.5211110000001,"MiddleBronzeAge,IronAge,Roman,BronzeAge,Classical","{""0"":""MiddleBronzeAge"",""1"":""IronAge"",""2"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,07-022,"80 m east-west, 90 m south-north",,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBA, IA, Rom, BA, Class",AnatolianAtlas2024,,"MiddleBronzeAge,IronAge,Roman,BronzeAge,Classical"
2175,AA2160,Omura,Dutlu Cesme,,33.67777800000005,39.55805600000008,33.6777780000001 39.5580560000001,"Roman,Byzantine,Classical,Medieval","{""0"":""Roman"",""1"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-023,"110 m east-west, 130 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rom, Byz, Class, Med",AnatolianAtlas2024,,"Roman,Byzantine,Classical,Medieval"
2176,AA2161,Omura,Kirkkulak,,33.68861100000004,39.56222200000008,33.688611 39.5622220000001,"MiddleBronzeAge,IronAge,BronzeAge","{""0"":""MiddleBronzeAge"",""1"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-024,"120 m east-west, 80 m south-north",,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBA, IA, BA",AnatolianAtlas2024,,"MiddleBronzeAge,IronAge,BronzeAge"
2177,AA2162,Omura,Kotuoluk,,33.67861100000005,39.56500000000005,33.6786110000001 39.565,"Roman,Classical","{""0"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-025,"110 m east-west, 200 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rom, Class",AnatolianAtlas2024,,"Roman,Classical"
2178,AA2162,Omura,Aslan Agzi,,33.67861100000005,39.56500000000005,33.6786110000001 39.565,"Chalcolithic,EarlyBronzeAge,Roman,BronzeAge,Classical","{""0"":""Chalcolithic"",""1"":""EarlyBronzeAge"",""2"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-026,"110 m east-west, 200 m south-north",,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chalc, EBA, Rom, BA, Class",AnatolianAtlas2024,,"Chalcolithic,EarlyBronzeAge,Roman,BronzeAge,Classical"
2179,AA2163,Omura,Gul Konak,,33.64444400000008,39.57194400000003,33.6444440000001 39.571944,"Roman,Classical","{""0"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-027,"750 m east-west, 500 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rom, Class",AnatolianAtlas2024,,"Roman,Classical"
2180,AA2164,Omura,Kavlak Tepesi,,33.51944400000008,39.61861100000004,33.5194440000001 39.618611,"Byzantine,Medieval","{""0"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-028,"170 m east-west, 40 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byz, Med",AnatolianAtlas2024,,"Byzantine,Medieval"
2181,AA2165,Omura,Kilci,,33.53555600000004,39.58833300000003,33.535556 39.588333,"Roman,Classical","{""0"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-029,"140 m east-west, 160 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rom, Class",AnatolianAtlas2024,,"Roman,Classical"
2182,AA2166,Omura,Höyük 1-Calis,,33.58638900000005,39.65500000000003,33.586389 39.655,"Chalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,BronzeAge","{""0"":""Chalcolithic"",""1"":""EarlyBronzeAge"",""2"":""MiddleBronzeAge"",""3"":""LateBronzeAge"",""4"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-030,"169 m east-west, 143 m south-north, 15.5 m high",,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chalc, EBA, MBA, LBA, IA, BA",AnatolianAtlas2024,,"Chalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,BronzeAge"
2183,AA2167,Omura,Höyük 2-Calis,,33.58777800000007,39.65388900000005,33.5877780000001 39.653889,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""LateBronzeAge"",""3"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-031,"280 m east-west, 315 m south-north, 11.8 m high",,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, LBA, IA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,BronzeAge"
2184,AA2168,Omura,Abdal Tepesi,,33.56194400000004,39.66638900000004,33.561944 39.666389,"EarlyBronzeAge,MiddleBronzeAge,Roman,Ottoman,BronzeAge,Classical","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""Roman"",""3"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-032,"60 m east-west, 30 south-north",,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, Rom, Ott, BA, Class",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,Roman,Ottoman,BronzeAge,Classical"
2185,AA2169,Omura,Koyici,,33.55388900000003,39.66388900000004,33.553889 39.663889,"EarlyBronzeAge,MiddleBronzeAge,Roman,Ottoman,BronzeAge,Classical","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""Roman"",""3"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-033,"80 m east-west, 40 m south-north",,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, Rom, Ott, BA, Class",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,Roman,Ottoman,BronzeAge,Classical"
2186,AA2170,Omura,Harim,,33.55250000000007,39.66388900000004,33.5525000000001 39.663889,"EarlyBronzeAge,Roman,Byzantine,BronzeAge,Classical,Medieval","{""0"":""EarlyBronzeAge"",""1"":""Roman"",""2"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-034,"80 m east-west, 140 m south-north,",,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, Rom, Byz, BA, Class, Med",AnatolianAtlas2024,,"EarlyBronzeAge,Roman,Byzantine,BronzeAge,Classical,Medieval"
2187,AA2171,Omura,Gavuroren,,33.49361100000004,39.67888900000003,33.493611 39.678889,"Roman,Classical","{""0"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-035,"120 m east-west, 90 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rom, Class",AnatolianAtlas2024,,"Roman,Classical"
2188,AA2172,Omura,Oz  Mevkii,,33.46527800000007,39.67861100000005,33.4652780000001 39.6786110000001,"Byzantine,Medieval","{""0"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-036,"140 m east-west, 110 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byz, Med",AnatolianAtlas2024,,"Byzantine,Medieval"
2189,AA2173,Omura,Karamet 1,,33.44472200000007,39.52277800000007,33.4447220000001 39.5227780000001,"EarlyBronzeAge,MiddleBronzeAge,IronAge,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-037,"180 m east-west, 80 m south-north",,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, IA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,IronAge,BronzeAge"
2190,AA2174,Omura,Karamet 2,,33.44500000000005,39.52250000000004,33.4450000000001 39.5225,"EarlyBronzeAge,IronAge,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-038,"280 m east-west, 80 m south-north",,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, IA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,IronAge,BronzeAge"
2191,AA2175,Omura,Kavak Ozu,,33.42916700000006,39.52416700000003,33.4291670000001 39.524167,"EarlyBronzeAge,IronAge,Roman,Byzantine,BronzeAge,Classical,Medieval","{""0"":""EarlyBronzeAge"",""1"":""IronAge"",""2"":""Roman"",""3"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,07-039,"60 m east-west, 75 m south-north",,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, IA, Rom, Byz, BA, Class, Med",AnatolianAtlas2024,,"EarlyBronzeAge,IronAge,Roman,Byzantine,BronzeAge,Classical,Medieval"
2192,AA2176,Omura,Sagirlar Mevkii,,33.41916700000007,39.54000000000008,33.4191670000001 39.5400000000001,"EarlyBronzeAge,LateBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""LateBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-040,"180 m east-west, 80 m south-north",,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, LBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,LateBronzeAge,BronzeAge"
2193,AA2177,Omura,Aslanin Mezari,,33.41222200000004,39.48972200000003,33.412222 39.489722,"EarlyBronzeAge,Roman,BronzeAge,Classical","{""0"":""EarlyBronzeAge"",""1"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-041,"45 m east-west, 65 m south-north",,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, Rom, BA, Class",AnatolianAtlas2024,,"EarlyBronzeAge,Roman,BronzeAge,Classical"
2194,AA2178,Omura,Ilica 1,,33.42805600000003,39.56277800000004,33.428056 39.562778,"MiddleBronzeAge,Roman,BronzeAge,Classical","{""0"":""MiddleBronzeAge"",""1"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,07-042,"60 m east-west, 65 m south-north",,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBA, Rom, BA, Class",AnatolianAtlas2024,,"MiddleBronzeAge,Roman,BronzeAge,Classical"
2195,AA2179,Omura,Ilica 2,,33.42777800000005,39.56416700000005,33.4277780000001 39.564167,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-043,"25 m east-west, 30 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
2196,AA2180,Omura,Ilica 3,,33.42777800000005,39.56472200000007,33.4277780000001 39.5647220000001,"EarlyBronzeAge,LateBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""LateBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-044,"60 m east-west, 70 m south-north",,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, LBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,LateBronzeAge,BronzeAge"
2197,AA2181,Omura,Kapi Agzi,,33.42388900000003,39.56083300000006,33.423889 39.5608330000001,"MiddleBronzeAge,LateBronzeAge,IronAge,Roman,BronzeAge,Classical","{""0"":""MiddleBronzeAge"",""1"":""LateBronzeAge"",""2"":""IronAge"",""3"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,07-045,"70 m east-west, 35 m south-north",,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBA, LBA, IA, Rom, BA, Class",AnatolianAtlas2024,,"MiddleBronzeAge,LateBronzeAge,IronAge,Roman,BronzeAge,Classical"
2198,AA2182,Omura,Kepir,,33.42694400000005,39.54666700000007,33.426944 39.5466670000001,"MiddleBronzeAge,LateBronzeAge,IronAge,BronzeAge","{""0"":""MiddleBronzeAge"",""1"":""LateBronzeAge"",""2"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-046,"110 m east-west, 140 m south-north",,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBA, LBA, IA, BA",AnatolianAtlas2024,,"MiddleBronzeAge,LateBronzeAge,IronAge,BronzeAge"
2199,AA2183,Omura,Kavak Ozu,,33.43388900000008,39.52500000000003,33.4338890000001 39.525,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,Roman,BronzeAge,Classical","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""LateBronzeAge"",""3"":""IronAge"",""4"":""Roman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,07-047,"120 m east-west, 100 m south-north",,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, LBA, IA, Rom, BA, Class",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,Roman,BronzeAge,Classical"
2200,AA2184,Omura,Devecigecidi,,33.40916700000002,39.52111100000008,33.409167 39.5211110000001,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-048,"45 m east-west, 100 m south-north",,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
2201,AA2185,Omura,Sarimusali,,33.40305600000005,39.44833300000005,33.403056 39.448333,"MiddleBronzeAge,LateBronzeAge,IronAge,Byzantine,BronzeAge,Medieval","{""0"":""MiddleBronzeAge"",""1"":""LateBronzeAge"",""2"":""IronAge"",""3"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-049,"210 m east-west, 200 m south-north",,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBA, LBA, IA, Byz, BA, Med",AnatolianAtlas2024,,"MiddleBronzeAge,LateBronzeAge,IronAge,Byzantine,BronzeAge,Medieval"
2202,AA2186,Omura,Höyük 1 Akcaova,,33.25777800000003,39.62888900000007,33.257778 39.6288890000001,"Chalcolithic,EarlyBronzeAge,MiddleBronzeAge,BronzeAge","{""0"":""Chalcolithic"",""1"":""EarlyBronzeAge"",""2"":""MiddleBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-050,"135 m east-west, 110 m south-north, 9 m high",,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chalc, EBA, MBA, BA",AnatolianAtlas2024,,"Chalcolithic,EarlyBronzeAge,MiddleBronzeAge,BronzeAge"
2203,AA2187,Omura,Höyük 2 Akcaova,,33.25861100000003,39.63555600000007,33.258611 39.6355560000001,"Chalcolithic,EarlyBronzeAge,BronzeAge","{""0"":""Chalcolithic"",""1"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-051,"110 m east-west, 80 m south-north",,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chalc, EBA, BA",AnatolianAtlas2024,,"Chalcolithic,EarlyBronzeAge,BronzeAge"
2204,AA2188,Omura,Kebili Mevkii,,33.23416700000007,39.61166700000007,33.2341670000001 39.6116670000001,"EarlyBronzeAge,LateBronzeAge,IronAge,Byzantine,BronzeAge,Medieval","{""0"":""EarlyBronzeAge"",""1"":""LateBronzeAge"",""2"":""IronAge"",""3"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,07-052,"25 m east-west, 55 m south-north",,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, LBA, IA, Byz, BA, Med",AnatolianAtlas2024,,"EarlyBronzeAge,LateBronzeAge,IronAge,Byzantine,BronzeAge,Medieval"
2205,AA2189,Omura,Danaci,,33.25000000000006,39.65694400000007,33.2500000000001 39.6569440000001,"Byzantine,Medieval","{""0"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-053,"160 m east-west, 150 m south-north",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byz, Med",AnatolianAtlas2024,,"Byzantine,Medieval"
2206,AA2190,Anatolian Atlas 2018,Acemhöyük,,33.83498200000002,38.41178400000007,33.834982 38.4117840000001,"MiddleBronzeAge,BronzeAge","{""0"":""MiddleBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Özgüç 1966; Öztan 2008,http://www.hurriyetdailynews.com/oldest-anatolian-transcript-found-in-acemhoyuk-.aspx?PageID=238&NID=113711&NewsCatID=375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBA, BA",AnatolianAtlas2024,,"MiddleBronzeAge,BronzeAge"
