OBJECTID,Survey,Name,Alternate,X,Y,Coordinate,attestations4Filter,attestations,Paleolithi,Neolithic,Early_Mid,Late_Chalc,Early_Bron,Middle_Bro,Late_Bronz,Iron_1,Iron_2,Iron_3,Achaemenid,Hellenisti,Roman_1,Roman_2,Roman_3,Byzantine,Abbasid,Middle_Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc_1,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,F1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second_Mil,First_Mill,Islamic,Neo,EB_I,EB_II,EB_III,F2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron_1,Middle_Bro_1,Late_Bronz_1,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_12,IRON_23,IRON_34,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle_IA,Late_Antique_Antik,Late_R,NE,Late_IA,F2nd_MIll,Early_IA,Filter,Data,New,News,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,nodegoat_ID,Pleiades_Link,DAI_Gazetteer_Link,ToposText_Link,Original_Periods,Publications
625,Cilicia (Rutishauer),Köseler Höyük,Köseler Höyük,36.02882800000003,37.07140000000004,36.028828 37.0714,"Neolithic,EarlyChalcolithic,LateChalcolithic,Chalcolithic","{""0"":""Neolithic"",""1"":""EarlyChalcolithic"",""2"":""LateChalcolithic""}",,?,Y (Epoche),,,,,,,,,,,,,,,,,,,,confirmed,confirmed,,,Y (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, EChalc, LChalc, Chalc",AnatolianAtlas2024,,"Neolithic,EarlyChalcolithic,LateChalcolithic,Chalcolithic",,,,,,,,,,,,,,
626,Cilicia (Rutishauer),Çiftlik Höyük,Çiftlik Höyük,36.06113600000003,37.05553400000008,36.061136 37.0555340000001,"EarlyChalcolithic,LateChalcolithic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Chalcolithic,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyChalcolithic"",""1"":""LateChalcolithic"",""2"":""EarlyRoman"",""3"":""LateRoman"",""4"":""EarlyByzantine"",""5"":""Abbasid"",""6"":""MiddleByzantine""}",,,Y (Epoche),,,,,,,,,,? (Epoche),? (Epoche),? (Epoche),? (Epoche),? (Epoche),? (Epoche),,,,,confirmed,confirmed,,,Y (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EChalc, LChalc, ERom, LRom, EByz, Abbas, MByz, Chalc, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyChalcolithic,LateChalcolithic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Chalcolithic,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
627,Cilicia (Rutishauer),Bucak Tepe,Bucak Tepe,36.04790900000006,37.12562500000007,36.0479090000001 37.1256250000001,"EarlyChalcolithic,LateChalcolithic,Chalcolithic","{""0"":""EarlyChalcolithic"",""1"":""LateChalcolithic""}",,,Y (Epoche),,,,,,,,,,,,,,,,,,,,confirmed,confirmed,,,Y (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EChalc, LChalc, Chalc",AnatolianAtlas2024,,"EarlyChalcolithic,LateChalcolithic,Chalcolithic",,,,,,,,,,,,,,
628,Cilicia (Rutishauer),Kuyuluk Tepe,Kuyuluk Tepe,36.03480100000007,37.12267100000003,36.0348010000001 37.122671,"EarlyChalcolithic,LateChalcolithic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Chalcolithic,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyChalcolithic"",""1"":""LateChalcolithic"",""2"":""EarlyRoman"",""3"":""LateRoman"",""4"":""EarlyByzantine"",""5"":""Abbasid"",""6"":""MiddleByzantine""}",,,Y (Epoche),,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,Y (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EChalc, LChalc, ERom, LRom, EByz, Abbas, MByz, Chalc, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyChalcolithic,LateChalcolithic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Chalcolithic,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
629,Cilicia (Rutishauer),Bakirli Çiftlik Höyük,Bakirli Çiftlik Höyük,36.00208700000007,37.14899700000007,36.0020870000001 37.1489970000001,"EarlyChalcolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Chalcolithic,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyChalcolithic"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""MiddleBronzeAge"",""4"":""LateBronzeAge"",""5"":""EarlyRoman"",""6"":""LateRoman"",""7"":""EarlyByzantine"",""8"":""Abbasid"",""9"":""MiddleByzantine""}",,,Y (Epoche),,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,Y (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EChalc, LChalc, EBA, MBA, LBA, ERom, LRom, EByz, Abbas, MByz, BA, Chalc, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyChalcolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Chalcolithic,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
630,Cilicia (Rutishauer),Hürusagi Höyük,Hürusagi Höyük,36.02364000000006,37.18855900000005,36.0236400000001 37.188559,"EarlyChalcolithic,LateChalcolithic,MiddleBronzeAge,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Chalcolithic,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyChalcolithic"",""1"":""LateChalcolithic"",""2"":""MiddleBronzeAge"",""3"":""EarlyRoman"",""4"":""LateRoman"",""5"":""EarlyByzantine"",""6"":""Abbasid"",""7"":""MiddleByzantine""}",,,Y (Epoche),,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,Y (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EChalc, LChalc, MBA, ERom, LRom, EByz, Abbas, MByz, BA, Chalc, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyChalcolithic,LateChalcolithic,MiddleBronzeAge,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,BronzeAge,Chalcolithic,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
631,Cilicia (Rutishauer),Hikmet Höyük,Hikmet Höyük,35.85485900000003,37.08553400000005,35.854859 37.0855340000001,"EarlyChalcolithic,LateChalcolithic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Chalcolithic,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyChalcolithic"",""1"":""LateChalcolithic"",""2"":""EarlyRoman"",""3"":""LateRoman"",""4"":""EarlyByzantine"",""5"":""Abbasid"",""6"":""MiddleByzantine""}",,,Y (Epoche),,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,Y (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EChalc, LChalc, ERom, LRom, EByz, Abbas, MByz, Chalc, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyChalcolithic,LateChalcolithic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Chalcolithic,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
632,Cilicia (Rutishauer),Yeniköy Yerlesmesi,Yeniköy Yerlesmesi,35.90701500000006,37.11077800000004,35.9070150000001 37.110778,"EarlyChalcolithic,LateChalcolithic,EarlyRoman,LateRoman,Chalcolithic,Roman,Classical","{""0"":""EarlyChalcolithic"",""1"":""LateChalcolithic"",""2"":""EarlyRoman"",""3"":""LateRoman""}",,,Y (Epoche),,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,confirmed,confirmed,,,Y (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EChalc, LChalc, ERom, LRom, Chalc, Rom, Class",AnatolianAtlas2024,,"EarlyChalcolithic,LateChalcolithic,EarlyRoman,LateRoman,Chalcolithic,Roman,Classical",,,,,,,,,,,,,,
633,Cilicia (Rutishauer),Akpinar,Akpinar,35.91893600000003,37.02234000000004,35.918936 37.02234,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyRoman"",""1"":""LateRoman"",""2"":""EarlyByzantine"",""3"":""Abbasid"",""4"":""MiddleByzantine""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, EByz, Abbas, MByz, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
634,Cilicia (Rutishauer),Çomdan Nekropolü,Çomdan Nekropolü,35.94338500000003,37.01607000000007,35.943385 37.0160700000001,"EarlyRoman,LateRoman,Roman,Classical","{""0"":""EarlyRoman"",""1"":""LateRoman""}",,,,,,,,,,,,,? (Epoche),? (Epoche),? (Epoche),,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,LateRoman,Roman,Classical",,,,,,,,,,,,,,
635,Cilicia (Rutishauer),Harputlu Tepesi,Harputlu Tepesi,35.93958200000003,37.01153900000003,35.939582 37.011539,"EarlyRoman,LateRoman,Roman,Classical","{""0"":""EarlyRoman"",""1"":""LateRoman""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,LateRoman,Roman,Classical",,,,,,,,,,,,,,
636,Cilicia (Rutishauer),Ikiztepe,Ikiztepe,35.85036000000008,37.02279800000008,35.8503600000001 37.0227980000001,"EarlyBronzeAge,MiddleBronzeAge,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,BronzeAge,Classical,Roman,IronAge,Medieval,Byzantine,Islamic","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""LateBronzeAge"",""3"":""EarlyIronAge"",""4"":""MiddleIronAge"",""5"":""LateIronAge"",""6"":""Achaemenid"",""7"":""Hellenistic"",""8"":""EarlyRoman"",""9"":""LateRoman"",""10"":""EarlyByzantine"",""11"":""Abbasid"",""12"":""MiddleByzantine"",""13"":""Armenian""}",,,,,,,,,,,? (Epoche),? (Epoche),? (Epoche),? (Epoche),? (Epoche),? (Epoche),? (Epoche),? (Epoche),?,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,? (Epoche),? (Epoche),? (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,? (Epoche),? (Epoche),? (Epoche),,,,,,,,,,,,,"EBA, MBA, EByz, Abbas, MByz, Arm, LBA, EIA, MIA, LIA, Achae, Hel, ERom, LRom, BA, Class, Rom, IA, Med, Byz, Islam",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,BronzeAge,Classical,Roman,IronAge,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
637,Cilicia (Rutishauer),Zincirli Höyük,Zincirli Höyük,36.04665600000004,37.08558000000005,36.046656 37.08558,"EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,Medieval,Byzantine,Islamic","{""0"":""EarlyByzantine"",""1"":""Abbasid"",""2"":""MiddleByzantine"",""3"":""Armenian"",""4"":""Mamluk"",""5"":""Ottoman""}",,,,,,,,,,,,,,,,? (Epoche),? (Epoche),? (Epoche),?,? (Epoche),? (Epoche),,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EByz, Abbas, MByz, Arm, Maml, Ott, Med, Byz, Islam",AnatolianAtlas2024,,"EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
638,Cilicia (Rutishauer),Yarma Höyük,Yarma Höyük,36.04607000000004,37.07083700000004,36.04607 37.070837,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyRoman"",""1"":""LateRoman"",""2"":""EarlyByzantine"",""3"":""Abbasid"",""4"":""MiddleByzantine""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, EByz, Abbas, MByz, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
639,Cilicia (Rutishauer),Ala Kilise,Ala Kilise,36.01608400000003,37.04795100000007,36.016084 37.0479510000001,"EarlyRoman,LateRoman,Roman,Classical","{""0"":""EarlyRoman"",""1"":""LateRoman""}",,,,,,,,,,,,,? (Epoche),? (Epoche),? (Epoche),,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,LateRoman,Roman,Classical",,,,,,,,,,,,,,
640,Cilicia (Rutishauer),Karahöpür Höyük,Karahöpür Höyük,36.05818600000003,37.07697800000005,36.058186 37.076978,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyRoman"",""1"":""LateRoman"",""2"":""EarlyByzantine"",""3"":""Abbasid"",""4"":""MiddleByzantine""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, EByz, Abbas, MByz, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
641,Cilicia (Rutishauer),Berende Tepesi,Berende Tepesi,36.05970000000008,37.10520600000007,36.0597000000001 37.1052060000001,"Neolithic,EarlyChalcolithic,LateChalcolithic,Chalcolithic","{""0"":""Neolithic"",""1"":""EarlyChalcolithic"",""2"":""LateChalcolithic""}",,?,?,,,,,,,,,,,,,,,,,,,,confirmed,confirmed,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, EChalc, LChalc, Chalc",AnatolianAtlas2024,,"Neolithic,EarlyChalcolithic,LateChalcolithic,Chalcolithic",,,,,,,,,,,,,,
642,Cilicia (Rutishauer),Çatalyapi,Çatalyapi,36.03535100000005,37.15786600000007,36.035351 37.1578660000001,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyRoman"",""1"":""LateRoman"",""2"":""EarlyByzantine"",""3"":""Abbasid"",""4"":""MiddleByzantine""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, EByz, Abbas, MByz, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
643,Cilicia (Rutishauer),Magarali,Magarali,36.09325300000006,37.14956700000005,36.0932530000001 37.149567,"EarlyChalcolithic,LateChalcolithic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Byzantine,Medieval,Islamic","{""0"":""EarlyChalcolithic"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""MiddleBronzeAge"",""4"":""LateBronzeAge"",""5"":""EarlyIronAge"",""6"":""MiddleIronAge"",""7"":""LateIronAge"",""8"":""Achaemenid"",""9"":""Hellenistic"",""10"":""EarlyRoman"",""11"":""LateRoman"",""12"":""EarlyByzantine"",""13"":""Abbasid"",""14"":""MiddleByzantine""}",,,? (Epoche),,,,,,,,? (Epoche),? (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,? (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,? (Epoche),? (Epoche),? (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,? (Epoche),? (Epoche),? (Epoche),,,,,,,,,,,,,"EChalc, LChalc, ERom, LRom, EByz, Abbas, MByz, EBA, MBA, LBA, EIA, MIA, LIA, Achae, Hel, BA, Chalc, Class, Rom, IA, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyChalcolithic,LateChalcolithic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
644,Cilicia (Rutishauer),Murtaza Dami,Murtaza Dami,35.95414300000004,37.10534000000007,35.954143 37.1053400000001,"MiddleBronzeAge,LateBronzeAge,EarlyRoman,LateRoman,BronzeAge,Roman,Classical","{""0"":""MiddleBronzeAge"",""1"":""LateBronzeAge"",""2"":""EarlyRoman"",""3"":""LateRoman""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBA, LBA, ERom, LRom, BA, Rom, Class",AnatolianAtlas2024,,"MiddleBronzeAge,LateBronzeAge,EarlyRoman,LateRoman,BronzeAge,Roman,Classical",,,,,,,,,,,,,,
645,Cilicia (Rutishauer),Kamisli,Kamisli,35.95836500000007,37.11583300000007,35.9583650000001 37.1158330000001,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyRoman"",""1"":""LateRoman"",""2"":""EarlyByzantine"",""3"":""Abbasid"",""4"":""MiddleByzantine""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, EByz, Abbas, MByz, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
646,Cilicia (Rutishauer),Köprülü Köyü Merasi,Köprülü Köyü Merasi,35.93536800000004,37.09777100000008,35.935368 37.0977710000001,"EarlyRoman,LateRoman,Roman,Classical","{""0"":""EarlyRoman"",""1"":""LateRoman""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,LateRoman,Roman,Classical",,,,,,,,,,,,,,
647,Cilicia (Rutishauer),Kirimoglu Çiftlik Höyük,Kirimoglu Çiftlik Höyük,35.94386400000008,37.09050000000008,35.9438640000001 37.0905000000001,"EarlyRoman,LateRoman,Roman,Classical","{""0"":""EarlyRoman"",""1"":""LateRoman""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,LateRoman,Roman,Classical",,,,,,,,,,,,,,
648,Cilicia (Rutishauer),Arif Höyük,Arif Höyük,35.97593100000006,37.13970900000004,35.9759310000001 37.139709,"EarlyRoman,LateRoman,Roman,Classical","{""0"":""EarlyRoman"",""1"":""LateRoman""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,LateRoman,Roman,Classical",,,,,,,,,,,,,,
649,Cilicia (Rutishauer),Ökkes Höyük,Ökkes Höyük,35.98488100000003,37.12910500000004,35.984881 37.129105,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""EarlyRoman"",""1"":""LateRoman"",""2"":""EarlyByzantine"",""3"":""Abbasid"",""4"":""MiddleByzantine""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, EByz, Abbas, MByz, Rom, Class, Byz, Med, Islam",AnatolianAtlas2024,,"EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
