OBJECTID,Survey,Name,Alternate,X,Y,Coordinate,attestations4Filter,attestations,Paleolithi,Neolithic,Early_Mid,Late_Chalc,Early_Bron,Middle_Bro,Late_Bronz,Iron_1,Iron_2,Iron_3,Achaemenid,Hellenisti,Roman_1,Roman_2,Roman_3,Byzantine,Abbasid,Middle_Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc_1,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,F1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second_Mil,First_Mill,Islamic,Neo,EB_I,EB_II,EB_III,F2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron_1,Middle_Bro_1,Late_Bronz_1,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_12,IRON_23,IRON_34,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle_IA,Late_Antique_Antik,Late_R,NE,Late_IA,F2nd_MIll,Early_IA,Filter,Data,New,News,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,nodegoat_ID,Pleiades_Link,DAI_Gazetteer_Link,ToposText_Link,Original_Periods,Publications
650,Cilicia (Rutishauer),Tarsus-Gözlükule,Gözlükule,34.89544500000005,36.91249700000003,34.8954450000001 36.912497,"Neolithic,EarlyChalcolithic,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Medieval,Byzantine,Islamic","{""0"":""Neolithic"",""1"":""EarlyChalcolithic"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""MiddleBronzeAge"",""5"":""LateBronzeAge"",""6"":""EarlyIronAge"",""7"":""MiddleIronAge"",""8"":""LateIronAge"",""9"":""Achaemenid"",""10"":""Hellenistic"",""11"":""EarlyRoman"",""12"":""LateRoman"",""13"":""EarlyByzantine"",""14"":""Abbasid"",""15"":""MiddleByzantine"",""16"":""Armenian"",""17"":""Mamluk"",""18"":""Ottoman""}",,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,confirmed,confirmed,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,"Neo, EChalc, Hel, ERom, LRom, EByz, Abbas, MByz, Arm, Maml, Ott, LChalc, EBA, MBA, LBA, EIA, MIA, LIA, Achae, BA, Chalc, Class, Rom, IA, Med, Byz, Islam",AnatolianAtlas2024,,"Neolithic,EarlyChalcolithic,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
651,Cilicia (Rutishauer),Mersin,Yumuktepe,34.60404400000004,36.80123500000008,34.604044 36.8012350000001,"Neolithic,EarlyChalcolithic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Medieval,Byzantine,Islamic","{""0"":""Neolithic"",""1"":""EarlyChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""MiddleBronzeAge"",""4"":""LateBronzeAge"",""5"":""EarlyIronAge"",""6"":""MiddleIronAge"",""7"":""LateIronAge"",""8"":""Achaemenid"",""9"":""Hellenistic"",""10"":""EarlyRoman"",""11"":""LateRoman"",""12"":""EarlyByzantine"",""13"":""Abbasid"",""14"":""MiddleByzantine"",""15"":""Armenian"",""16"":""Mamluk"",""17"":""Ottoman""}",,Y,Y,,,,,,,,Y (Epoche),Y,?,?,Y,Y,Y,Y,Y,Y,Y,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,,,,,,"Neo, EChalc, ERom, LRom, EByz, Abbas, MByz, Arm, Maml, Ott, EBA, MBA, LBA, EIA, MIA, LIA, Achae, Hel, BA, Chalc, Class, Rom, IA, Med, Byz, Islam",AnatolianAtlas2024,,"Neolithic,EarlyChalcolithic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
652,Cilicia (Rutishauer),Sirkeli Höyük,Sirkeli Höyük,35.74360600000006,37.00299500000006,35.7436060000001 37.0029950000001,"EarlyChalcolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,BronzeAge,Chalcolithic,Classical,IronAge","{""0"":""EarlyChalcolithic"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""MiddleBronzeAge"",""4"":""LateBronzeAge"",""5"":""EarlyIronAge"",""6"":""MiddleIronAge"",""7"":""LateIronAge"",""8"":""Achaemenid"",""9"":""Hellenistic""}",,,Y (Epoche),,,,,,,,Y,Y,,,,,,,,,,,confirmed,confirmed,,,Y (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,Y,Y,,,,,,,,,,,,,"EChalc, LChalc, EBA, MBA, LBA, EIA, MIA, LIA, Achae, Hel, BA, Chalc, Class, IA",AnatolianAtlas2024,,"EarlyChalcolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,BronzeAge,Chalcolithic,Classical,IronAge",,,,,,,,,,,,,,
653,Cilicia (Rutishauer),Kinet Höyük,Kinet Höyük,36.157129,36.853586,36.157129 36.853586,"Neolithic,EarlyChalcolithic,Hellenistic,EarlyRoman,LateRoman,Abbasid,MiddleByzantine,Armenian,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Medieval,Byzantine,Islamic","{""0"":""Neolithic"",""1"":""EarlyChalcolithic"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""MiddleBronzeAge"",""5"":""LateBronzeAge"",""6"":""EarlyIronAge"",""7"":""MiddleIronAge"",""8"":""LateIronAge"",""9"":""Achaemenid"",""10"":""Hellenistic"",""11"":""EarlyRoman"",""12"":""LateRoman"",""13"":""Abbasid"",""14"":""MiddleByzantine"",""15"":""Armenian""}",,Y,? (Epoche),,,,,,,,Y,Y,no,no,no,,Y,Y,Y,,,,confirmed,confirmed,,,? (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,"Neo, EChalc, Hel, ERom, LRom, Abbas, MByz, Arm, LChalc, EBA, MBA, LBA, EIA, MIA, LIA, Achae, BA, Chalc, Class, Rom, IA, Med, Byz, Islam",AnatolianAtlas2024,,"Neolithic,EarlyChalcolithic,Hellenistic,EarlyRoman,LateRoman,Abbasid,MiddleByzantine,Armenian,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
654,Cilicia (Rutishauer),Kilise Tepe,Kilise Tepe,33.553695,36.502441,33.553695 36.502441,"LateChalcolithic,EarlyBronzeAge,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Medieval,Byzantine,Islamic","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge"",""2"":""MiddleBronzeAge"",""3"":""LateBronzeAge"",""4"":""EarlyIronAge"",""5"":""MiddleIronAge"",""6"":""LateIronAge"",""7"":""Achaemenid"",""8"":""Hellenistic"",""9"":""EarlyRoman"",""10"":""LateRoman"",""11"":""EarlyByzantine"",""12"":""Abbasid"",""13"":""MiddleByzantine"",""14"":""Armenian""}",,,,,,,,,,,?,Y,?,?,Y,Y,Y,Y,?,,,,confirmed,confirmed,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,no,,,,,,,,,,,,,"LChalc, EBA, LRom, EByz, Abbas, MByz, Arm, MBA, LBA, EIA, MIA, LIA, Achae, Hel, ERom, BA, Chalc, Class, Rom, IA, Med, Byz, Islam",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
655,French_Survey_1,Çalti I,,32.54139260000005,38.10478540000003,32.5413926000001 38.1047854,"EarlyBronzeAge,IronAge,Medieval,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""IronAge"",""2"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, IA, Med, BA",AnatolianAtlas2024,,"EarlyBronzeAge,IronAge,Medieval,BronzeAge",,,,,,,,,,,,,,
656,Cilicia (Rutishauer),Karatepe,Karatepe-Aslantas,36.25323200000003,37.29589600000003,36.253232 37.295896,"EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,Classical,Roman,IronAge","{""0"":""EarlyIronAge"",""1"":""MiddleIronAge"",""2"":""LateIronAge"",""3"":""Achaemenid"",""4"":""Hellenistic"",""5"":""EarlyRoman"",""6"":""LateRoman""}",,,,,,,,,,,Y (Epoche),Y,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,,,,,,"EIA, MIA, LIA, Achae, Hel, ERom, LRom, Class, Rom, IA",AnatolianAtlas2024,,"EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,Classical,Roman,IronAge",,,,,,,,,,,,,,
657,Cilicia (Rutishauer),Holmoi,Tasucu,33.88059500000003,36.32006200000006,33.880595 36.3200620000001,"Neolithic,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""Neolithic"",""1"":""Hellenistic"",""2"":""EarlyRoman"",""3"":""LateRoman"",""4"":""EarlyByzantine"",""5"":""Abbasid"",""6"":""MiddleByzantine""}",,Y,,,,,,,,,,Y,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, Hel, ERom, LRom, EByz, Abbas, MByz, Class, Rom, Byz, Med, Islam",AnatolianAtlas2024,,"Neolithic,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
658,Cilicia (Rutishauer),Seleukeia,Silifke,33.92229400000008,36.37413200000003,33.9222940000001 36.374132,"LateBronzeAge,EarlyIronAge,MiddleByzantine,Armenian,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,BronzeAge,Classical,Roman,IronAge,Medieval,Byzantine,Islamic","{""0"":""LateBronzeAge"",""1"":""EarlyIronAge"",""2"":""MiddleIronAge"",""3"":""LateIronAge"",""4"":""Achaemenid"",""5"":""Hellenistic"",""6"":""EarlyRoman"",""7"":""LateRoman"",""8"":""EarlyByzantine"",""9"":""Abbasid"",""10"":""MiddleByzantine"",""11"":""Armenian""}",,,,,,,,,,,?,Y,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,?,?,,,,,,,,,,,,,"LBA, EIA, MByz, Arm, MIA, LIA, Achae, Hel, ERom, LRom, EByz, Abbas, BA, Class, Rom, IA, Med, Byz, Islam",AnatolianAtlas2024,,"LateBronzeAge,EarlyIronAge,MiddleByzantine,Armenian,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,BronzeAge,Classical,Roman,IronAge,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
659,Cilicia (Rutishauer),Diokaisareia,Uzuncaburç,33.92476900000003,36.58050200000002,33.924769 36.580502,"Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,Roman,Classical,Byzantine,Medieval,Islamic","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""EarlyByzantine"",""4"":""Abbasid""}",,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, EByz, Abbas, Class, Rom, Byz, Med, Islam",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,Roman,Classical,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
660,Cilicia (Rutishauer),Korykos,Kizkalesi,34.14259000000004,36.46049600000003,34.14259 36.460496,"LateBronzeAge,EarlyIronAge,MiddleByzantine,Armenian,Mamluk,Ottoman,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,BronzeAge,Classical,Roman,IronAge,Medieval,Byzantine,Islamic","{""0"":""LateBronzeAge"",""1"":""EarlyIronAge"",""2"":""MiddleIronAge"",""3"":""LateIronAge"",""4"":""Achaemenid"",""5"":""Hellenistic"",""6"":""EarlyRoman"",""7"":""LateRoman"",""8"":""EarlyByzantine"",""9"":""Abbasid"",""10"":""MiddleByzantine"",""11"":""Armenian"",""12"":""Mamluk"",""13"":""Ottoman""}",,,,,,,,,,,?,Y,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y,Y (Epoche),Y (Epoche),,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,? (Epoche),? (Epoche),? (Epoche),,,,,,,,,,,,,"LBA, EIA, MByz, Arm, Maml, Ott, MIA, LIA, Achae, Hel, ERom, LRom, EByz, Abbas, BA, Class, Rom, IA, Med, Byz, Islam",AnatolianAtlas2024,,"LateBronzeAge,EarlyIronAge,MiddleByzantine,Armenian,Mamluk,Ottoman,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,BronzeAge,Classical,Roman,IronAge,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
661,Cilicia (Rutishauer),Elaiussa Sebaste,Ayas,34.17587300000002,36.48290400000008,34.175873 36.4829040000001,"Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,Roman,Classical,Medieval,Byzantine,Islamic","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""EarlyByzantine"",""4"":""Abbasid"",""5"":""MiddleByzantine"",""6"":""Armenian"",""7"":""Mamluk"",""8"":""Ottoman""}",,,,,,,,,,,,Y,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),?,?,?,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, EByz, Abbas, MByz, Arm, Maml, Ott, Class, Rom, Med, Byz, Islam",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,Roman,Classical,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
662,Cilicia (Rutishauer),Lamos,Limonlu,34.24089800000007,36.55720100000008,34.2408980000001 36.5572010000001,"LateBronzeAge,EarlyRoman,LateRoman,EarlyByzantine,Armenian,BronzeAge,Roman,Classical,Medieval,Byzantine","{""0"":""LateBronzeAge"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""EarlyByzantine"",""4"":""Armenian""}",,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),Y,,,Y,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LBA, ERom, LRom, EByz, Arm, BA, Rom, Class, Med, Byz",AnatolianAtlas2024,,"LateBronzeAge,EarlyRoman,LateRoman,EarlyByzantine,Armenian,BronzeAge,Roman,Classical,Medieval,Byzantine",,,,,,,,,,,,,,
663,Cilicia (Rutishauer),Soli Höyük,Mersin Viransehir,34.53898400000003,36.74176500000004,34.538984 36.741765,"LateBronzeAge,EarlyIronAge,MiddleByzantine,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,BronzeAge,Classical,Roman,IronAge,Byzantine,Medieval,Islamic","{""0"":""LateBronzeAge"",""1"":""EarlyIronAge"",""2"":""MiddleIronAge"",""3"":""LateIronAge"",""4"":""Achaemenid"",""5"":""Hellenistic"",""6"":""EarlyRoman"",""7"":""LateRoman"",""8"":""EarlyByzantine"",""9"":""Abbasid"",""10"":""MiddleByzantine""}",,,,,,,,,,,Y (Epoche),Y,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,,,,,,"LBA, EIA, MByz, MIA, LIA, Achae, Hel, ERom, LRom, EByz, Abbas, BA, Class, Rom, IA, Byz, Med, Islam",AnatolianAtlas2024,,"LateBronzeAge,EarlyIronAge,MiddleByzantine,MiddleIronAge,LateIronAge,Achaemenid,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,BronzeAge,Classical,Roman,IronAge,Byzantine,Medieval,Islamic",,,,,,,,,,,,,,
664,Cilicia (Rutishauer),Karasis,Karasis,35.86548100000005,37.55204200000003,35.8654810000001 37.552042,Hellenistic,{"0":"Hellenistic"},,,,,,,,,,,,Y,,,,,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Class",AnatolianAtlas2024,,Hellenistic,,,,,,,,,,,,,,
665,Cilicia (Rutishauer),Zephyrion,Mersin Zafra,34.63209300000005,36.80031700000006,34.632093 36.8003170000001,"Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""EarlyByzantine""}",,,,,,,,,,,,Y,Y,Y,Y,Y,,,,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, EByz, Class, Rom, Byz, Med",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
666,Cilicia (Rutishauer),Magarsos,Karatas,35.34322800000007,36.54862000000003,35.3432280000001 36.54862,"Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Roman,Classical,Medieval,Byzantine,Islamic","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""EarlyByzantine"",""4"":""Abbasid"",""5"":""MiddleByzantine"",""6"":""Armenian""}",,,,,,,,,,,,Y,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),?,,,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, EByz, Abbas, MByz, Arm, Class, Rom, Med, Byz, Islam",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Roman,Classical,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
667,Cilicia (Rutishauer),Mopsuhestia,Misis,35.62380600000006,36.95778400000006,35.6238060000001 36.9577840000001,"Neolithic,EarlyChalcolithic,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Medieval,Byzantine,Islamic","{""0"":""Neolithic"",""1"":""EarlyChalcolithic"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""MiddleBronzeAge"",""5"":""LateBronzeAge"",""6"":""EarlyIronAge"",""7"":""MiddleIronAge"",""8"":""LateIronAge"",""9"":""Achaemenid"",""10"":""Hellenistic"",""11"":""EarlyRoman"",""12"":""LateRoman"",""13"":""EarlyByzantine"",""14"":""Abbasid"",""15"":""MiddleByzantine"",""16"":""Armenian"",""17"":""Mamluk"",""18"":""Ottoman""}",,?,Y (Epoche),,,,,,,,Y (Epoche),Y,Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y (Epoche),Y,Y (Epoche),Y (Epoche),,confirmed,confirmed,,,Y (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y (Epoche),Y (Epoche),Y (Epoche),,,,,,,,,,,,,"Neo, EChalc, Hel, ERom, LRom, EByz, Abbas, MByz, Arm, Maml, Ott, LChalc, EBA, MBA, LBA, EIA, MIA, LIA, Achae, BA, Chalc, Class, Rom, IA, Med, Byz, Islam",AnatolianAtlas2024,,"Neolithic,EarlyChalcolithic,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,EarlyIronAge,MiddleIronAge,LateIronAge,Achaemenid,BronzeAge,Chalcolithic,Classical,Roman,IronAge,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
668,Cilicia (Rutishauer),Ayas,Yumurtalik,35.78343500000005,36.77048900000005,35.783435 36.770489,"Achaemenid,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,Classical,Roman,Medieval,Byzantine,Islamic","{""0"":""Achaemenid"",""1"":""Hellenistic"",""2"":""EarlyRoman"",""3"":""LateRoman"",""4"":""EarlyByzantine"",""5"":""Abbasid"",""6"":""MiddleByzantine"",""7"":""Armenian"",""8"":""Mamluk"",""9"":""Ottoman""}",,,,,,,,,,,?,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,confirmed,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Achae, Hel, ERom, LRom, EByz, Abbas, MByz, Arm, Maml, Ott, Class, Rom, Med, Byz, Islam",AnatolianAtlas2024,,"Achaemenid,Hellenistic,EarlyRoman,LateRoman,EarlyByzantine,Abbasid,MiddleByzantine,Armenian,Mamluk,Ottoman,Classical,Roman,Medieval,Byzantine,Islamic",,,,,,,,,,,,,,
